user_id,name,role,email,active
U0151,User_151,Harbourmaster,user151@portauthority.com,Yes
U0152,User_152,Logistics Coordinator,user152@portauthority.com,Yes
U0153,User_153,Crane Operator,user153@portauthority.com,Yes
U0154,User_154,Harbourmaster,user154@portauthority.com,Yes
U0155,User_155,Crane Operator,user155@portauthority.com,Yes
U0156,User_156,Maintenance Engineer,user156@portauthority.com,Yes
U0157,User_157,Logistics Coordinator,user157@portauthority.com,Yes
U0158,User_158,Administrator,user158@portauthority.com,Yes
U0159,User_159,Security Officer,user159@portauthority.com,Yes
U0160,User_160,Crane Operator,user160@portauthority.com,No
U0161,User_161,Maintenance Engineer,user161@portauthority.com,Yes
U0162,User_162,Logistics Coordinator,user162@portauthority.com,No
U0163,User_163,Logistics Coordinator,user163@portauthority.com,No
U0164,User_164,Maintenance Engineer,user164@portauthority.com,Yes
U0165,User_165,Crane Operator,user165@portauthority.com,Yes
U0166,User_166,Harbourmaster,user166@portauthority.com,Yes
U0167,User_167,Administrator,user167@portauthority.com,Yes
U0168,User_168,Administrator,user168@portauthority.com,No
U0169,User_169,Logistics Coordinator,user169@portauthority.com,No
U0170,User_170,Maintenance Engineer,user170@portauthority.com,No
U0171,User_171,Logistics Coordinator,user171@portauthority.com,No
U0172,User_172,Logistics Coordinator,user172@portauthority.com,No
U0173,User_173,Security Officer,user173@portauthority.com,Yes
U0174,User_174,Administrator,user174@portauthority.com,No
U0175,User_175,Stevedore,user175@portauthority.com,No
U0176,User_176,Stevedore,user176@portauthority.com,No
U0177,User_177,Crane Operator,user177@portauthority.com,No
U0178,User_178,Administrator,user178@portauthority.com,Yes
U0179,User_179,Stevedore,user179@portauthority.com,No
U0180,User_180,Crane Operator,user180@portauthority.com,No
U0181,User_181,Stevedore,user181@portauthority.com,Yes
U0182,User_182,Maintenance Engineer,user182@portauthority.com,No
U0183,User_183,Stevedore,user183@portauthority.com,Yes
U0184,User_184,Administrator,user184@portauthority.com,Yes
U0185,User_185,Stevedore,user185@portauthority.com,Yes
U0186,User_186,Harbourmaster,user186@portauthority.com,Yes
U0187,User_187,Crane Operator,user187@portauthority.com,Yes
U0188,User_188,Logistics Coordinator,user188@portauthority.com,No
U0189,User_189,Crane Operator,user189@portauthority.com,Yes
U0190,User_190,Stevedore,user190@portauthority.com,Yes
U0191,User_191,Maintenance Engineer,user191@portauthority.com,No
U0192,User_192,Crane Operator,user192@portauthority.com,Yes
U0193,User_193,Crane Operator,user193@portauthority.com,No
U0194,User_194,Security Officer,user194@portauthority.com,Yes
U0195,User_195,Security Officer,user195@portauthority.com,No
U0196,User_196,Harbourmaster,user196@portauthority.com,Yes
U0197,User_197,Logistics Coordinator,user197@portauthority.com,No
U0198,User_198,Administrator,user198@portauthority.com,Yes
U0199,User_199,Logistics Coordinator,user199@portauthority.com,No
U0200,User_200,Stevedore,user200@portauthority.com,Yes
U0201,User_201,Maintenance Engineer,user201@portauthority.com,No
U0202,User_202,Maintenance Engineer,user202@portauthority.com,No
U0203,User_203,Logistics Coordinator,user203@portauthority.com,No
U0204,User_204,Administrator,user204@portauthority.com,Yes
U0205,User_205,Administrator,user205@portauthority.com,No
U0206,User_206,Crane Operator,user206@portauthority.com,Yes
U0207,User_207,Maintenance Engineer,user207@portauthority.com,No
U0208,User_208,Harbourmaster,user208@portauthority.com,Yes
U0209,User_209,Maintenance Engineer,user209@portauthority.com,Yes
U0210,User_210,Crane Operator,user210@portauthority.com,Yes
U0211,User_211,Logistics Coordinator,user211@portauthority.com,Yes
U0212,User_212,Logistics Coordinator,user212@portauthority.com,No
U0213,User_213,Harbourmaster,user213@portauthority.com,No
U0214,User_214,Harbourmaster,user214@portauthority.com,Yes
U0215,User_215,Security Officer,user215@portauthority.com,Yes
U0216,User_216,Administrator,user216@portauthority.com,No
U0217,User_217,Stevedore,user217@portauthority.com,Yes
U0218,User_218,Harbourmaster,user218@portauthority.com,No
U0219,User_219,Maintenance Engineer,user219@portauthority.com,Yes
U0220,User_220,Security Officer,user220@portauthority.com,No
U0221,User_221,Stevedore,user221@portauthority.com,No
U0222,User_222,Crane Operator,user222@portauthority.com,Yes
U0223,User_223,Maintenance Engineer,user223@portauthority.com,No
U0224,User_224,Logistics Coordinator,user224@portauthority.com,Yes
U0225,User_225,Maintenance Engineer,user225@portauthority.com,No
U0226,User_226,Crane Operator,user226@portauthority.com,No
U0227,User_227,Crane Operator,user227@portauthority.com,Yes
U0228,User_228,Crane Operator,user228@portauthority.com,No
U0229,User_229,Crane Operator,user229@portauthority.com,No
U0230,User_230,Logistics Coordinator,user230@portauthority.com,Yes
U0231,User_231,Stevedore,user231@portauthority.com,No
U0232,User_232,Maintenance Engineer,user232@portauthority.com,No
U0233,User_233,Administrator,user233@portauthority.com,No
U0234,User_234,Crane Operator,user234@portauthority.com,Yes
U0235,User_235,Administrator,user235@portauthority.com,No
U0236,User_236,Maintenance Engineer,user236@portauthority.com,No
U0237,User_237,Stevedore,user237@portauthority.com,Yes
U0238,User_238,Stevedore,user238@portauthority.com,Yes
U0239,User_239,Crane Operator,user239@portauthority.com,No
U0240,User_240,Administrator,user240@portauthority.com,No
U0241,User_241,Harbourmaster,user241@portauthority.com,No
U0242,User_242,Harbourmaster,user242@portauthority.com,Yes
U0243,User_243,Logistics Coordinator,user243@portauthority.com,No
U0244,User_244,Logistics Coordinator,user244@portauthority.com,Yes
U0245,User_245,Security Officer,user245@portauthority.com,No
U0246,User_246,Maintenance Engineer,user246@portauthority.com,Yes
U0247,User_247,Stevedore,user247@portauthority.com,Yes
U0248,User_248,Administrator,user248@portauthority.com,No
U0249,User_249,Crane Operator,user249@portauthority.com,No
U0250,User_250,Harbourmaster,user250@portauthority.com,No
U0251,User_251,Administrator,user251@portauthority.com,No
U0252,User_252,Logistics Coordinator,user252@portauthority.com,No
U0253,User_253,Stevedore,user253@portauthority.com,Yes
U0254,User_254,Administrator,user254@portauthority.com,Yes
U0255,User_255,Stevedore,user255@portauthority.com,No
U0256,User_256,Crane Operator,user256@portauthority.com,No
U0257,User_257,Harbourmaster,user257@portauthority.com,No
U0258,User_258,Logistics Coordinator,user258@portauthority.com,Yes
U0259,User_259,Logistics Coordinator,user259@portauthority.com,Yes
U0260,User_260,Harbourmaster,user260@portauthority.com,Yes
U0261,User_261,Administrator,user261@portauthority.com,No
U0262,User_262,Logistics Coordinator,user262@portauthority.com,Yes
U0263,User_263,Security Officer,user263@portauthority.com,No
U0264,User_264,Security Officer,user264@portauthority.com,No
U0265,User_265,Security Officer,user265@portauthority.com,No
U0266,User_266,Administrator,user266@portauthority.com,No
U0267,User_267,Maintenance Engineer,user267@portauthority.com,No
U0268,User_268,Maintenance Engineer,user268@portauthority.com,Yes
U0269,User_269,Crane Operator,user269@portauthority.com,Yes
U0270,User_270,Administrator,user270@portauthority.com,No
U0271,User_271,Stevedore,user271@portauthority.com,Yes
U0272,User_272,Stevedore,user272@portauthority.com,No
U0273,User_273,Logistics Coordinator,user273@portauthority.com,Yes
U0274,User_274,Crane Operator,user274@portauthority.com,Yes
U0275,User_275,Harbourmaster,user275@portauthority.com,No
U0276,User_276,Crane Operator,user276@portauthority.com,No
U0277,User_277,Maintenance Engineer,user277@portauthority.com,No
U0278,User_278,Harbourmaster,user278@portauthority.com,No
U0279,User_279,Crane Operator,user279@portauthority.com,Yes
U0280,User_280,Security Officer,user280@portauthority.com,Yes
U0281,User_281,Administrator,user281@portauthority.com,Yes
U0282,User_282,Administrator,user282@portauthority.com,Yes
U0283,User_283,Security Officer,user283@portauthority.com,Yes
U0284,User_284,Security Officer,user284@portauthority.com,No
U0285,User_285,Administrator,user285@portauthority.com,No
U0286,User_286,Administrator,user286@portauthority.com,No
U0287,User_287,Crane Operator,user287@portauthority.com,No
U0288,User_288,Harbourmaster,user288@portauthority.com,No
U0289,User_289,Administrator,user289@portauthority.com,Yes
U0290,User_290,Harbourmaster,user290@portauthority.com,Yes
U0291,User_291,Security Officer,user291@portauthority.com,No
U0292,User_292,Crane Operator,user292@portauthority.com,No
U0293,User_293,Logistics Coordinator,user293@portauthority.com,No
U0294,User_294,Stevedore,user294@portauthority.com,Yes
U0295,User_295,Stevedore,user295@portauthority.com,Yes
U0296,User_296,Security Officer,user296@portauthority.com,Yes
U0297,User_297,Administrator,user297@portauthority.com,Yes
U0298,User_298,Administrator,user298@portauthority.com,Yes
U0299,User_299,Logistics Coordinator,user299@portauthority.com,No
U0300,User_300,Harbourmaster,user300@portauthority.com,Yes
U0301,User_301,Administrator,user301@portauthority.com,Yes
U0302,User_302,Harbourmaster,user302@portauthority.com,No
U0303,User_303,Crane Operator,user303@portauthority.com,No
U0304,User_304,Maintenance Engineer,user304@portauthority.com,No
U0305,User_305,Stevedore,user305@portauthority.com,No
U0306,User_306,Security Officer,user306@portauthority.com,No
U0307,User_307,Stevedore,user307@portauthority.com,No
U0308,User_308,Harbourmaster,user308@portauthority.com,Yes
U0309,User_309,Stevedore,user309@portauthority.com,Yes
U0310,User_310,Administrator,user310@portauthority.com,Yes
U0311,User_311,Maintenance Engineer,user311@portauthority.com,Yes
U0312,User_312,Crane Operator,user312@portauthority.com,Yes
U0313,User_313,Stevedore,user313@portauthority.com,Yes
U0314,User_314,Harbourmaster,user314@portauthority.com,No
U0315,User_315,Maintenance Engineer,user315@portauthority.com,Yes
U0316,User_316,Harbourmaster,user316@portauthority.com,Yes
U0317,User_317,Administrator,user317@portauthority.com,No
U0318,User_318,Administrator,user318@portauthority.com,No
U0319,User_319,Harbourmaster,user319@portauthority.com,Yes
U0320,User_320,Harbourmaster,user320@portauthority.com,Yes
U0321,User_321,Administrator,user321@portauthority.com,Yes
U0322,User_322,Logistics Coordinator,user322@portauthority.com,Yes
U0323,User_323,Crane Operator,user323@portauthority.com,Yes
U0324,User_324,Harbourmaster,user324@portauthority.com,No
U0325,User_325,Maintenance Engineer,user325@portauthority.com,Yes
U0326,User_326,Administrator,user326@portauthority.com,Yes
U0327,User_327,Administrator,user327@portauthority.com,Yes
U0328,User_328,Security Officer,user328@portauthority.com,Yes
U0329,User_329,Security Officer,user329@portauthority.com,Yes
U0330,User_330,Stevedore,user330@portauthority.com,No
U0331,User_331,Harbourmaster,user331@portauthority.com,Yes
U0332,User_332,Stevedore,user332@portauthority.com,No
U0333,User_333,Security Officer,user333@portauthority.com,No
U0334,User_334,Crane Operator,user334@portauthority.com,Yes
U0335,User_335,Administrator,user335@portauthority.com,Yes
U0336,User_336,Security Officer,user336@portauthority.com,Yes
U0337,User_337,Harbourmaster,user337@portauthority.com,Yes
U0338,User_338,Security Officer,user338@portauthority.com,Yes
U0339,User_339,Maintenance Engineer,user339@portauthority.com,Yes
U0340,User_340,Crane Operator,user340@portauthority.com,Yes
U0341,User_341,Administrator,user341@portauthority.com,Yes
U0342,User_342,Maintenance Engineer,user342@portauthority.com,Yes
U0343,User_343,Stevedore,user343@portauthority.com,No
U0344,User_344,Crane Operator,user344@portauthority.com,Yes
U0345,User_345,Logistics Coordinator,user345@portauthority.com,Yes
U0346,User_346,Stevedore,user346@portauthority.com,No
U0347,User_347,Logistics Coordinator,user347@portauthority.com,No
U0348,User_348,Stevedore,user348@portauthority.com,Yes
U0349,User_349,Logistics Coordinator,user349@portauthority.com,Yes
U0350,User_350,Administrator,user350@portauthority.com,No
U0351,User_351,Harbourmaster,user351@portauthority.com,No
U0352,User_352,Harbourmaster,user352@portauthority.com,Yes
U0353,User_353,Logistics Coordinator,user353@portauthority.com,No
U0354,User_354,Maintenance Engineer,user354@portauthority.com,No
U0355,User_355,Security Officer,user355@portauthority.com,Yes
U0356,User_356,Harbourmaster,user356@portauthority.com,No
U0357,User_357,Logistics Coordinator,user357@portauthority.com,Yes
U0358,User_358,Logistics Coordinator,user358@portauthority.com,No
U0359,User_359,Logistics Coordinator,user359@portauthority.com,No
U0360,User_360,Maintenance Engineer,user360@portauthority.com,No
U0361,User_361,Stevedore,user361@portauthority.com,No
U0362,User_362,Crane Operator,user362@portauthority.com,No
U0363,User_363,Stevedore,user363@portauthority.com,Yes
U0364,User_364,Administrator,user364@portauthority.com,No
U0365,User_365,Maintenance Engineer,user365@portauthority.com,No
U0366,User_366,Stevedore,user366@portauthority.com,Yes
U0367,User_367,Maintenance Engineer,user367@portauthority.com,No
U0368,User_368,Maintenance Engineer,user368@portauthority.com,Yes
U0369,User_369,Logistics Coordinator,user369@portauthority.com,No
U0370,User_370,Security Officer,user370@portauthority.com,Yes
U0371,User_371,Harbourmaster,user371@portauthority.com,Yes
U0372,User_372,Logistics Coordinator,user372@portauthority.com,No
U0373,User_373,Maintenance Engineer,user373@portauthority.com,Yes
U0374,User_374,Maintenance Engineer,user374@portauthority.com,Yes
U0375,User_375,Harbourmaster,user375@portauthority.com,No
U0376,User_376,Stevedore,user376@portauthority.com,No
U0377,User_377,Stevedore,user377@portauthority.com,No
U0378,User_378,Harbourmaster,user378@portauthority.com,Yes
U0379,User_379,Administrator,user379@portauthority.com,No
U0380,User_380,Maintenance Engineer,user380@portauthority.com,No
U0381,User_381,Crane Operator,user381@portauthority.com,No
U0382,User_382,Administrator,user382@portauthority.com,No
U0383,User_383,Crane Operator,user383@portauthority.com,No
U0384,User_384,Maintenance Engineer,user384@portauthority.com,No
U0385,User_385,Logistics Coordinator,user385@portauthority.com,No
U0386,User_386,Stevedore,user386@portauthority.com,No
U0387,User_387,Harbourmaster,user387@portauthority.com,Yes
U0388,User_388,Crane Operator,user388@portauthority.com,No
U0389,User_389,Logistics Coordinator,user389@portauthority.com,Yes
U0390,User_390,Maintenance Engineer,user390@portauthority.com,Yes
U0391,User_391,Harbourmaster,user391@portauthority.com,Yes
U0392,User_392,Maintenance Engineer,user392@portauthority.com,Yes
U0393,User_393,Administrator,user393@portauthority.com,Yes
U0394,User_394,Logistics Coordinator,user394@portauthority.com,Yes
U0395,User_395,Stevedore,user395@portauthority.com,No
U0396,User_396,Security Officer,user396@portauthority.com,No
U0397,User_397,Stevedore,user397@portauthority.com,No
U0398,User_398,Security Officer,user398@portauthority.com,Yes
U0399,User_399,Administrator,user399@portauthority.com,Yes
U0400,User_400,Maintenance Engineer,user400@portauthority.com,No
U0401,User_401,Administrator,user401@portauthority.com,No
U0402,User_402,Stevedore,user402@portauthority.com,No
U0403,User_403,Maintenance Engineer,user403@portauthority.com,No
U0404,User_404,Logistics Coordinator,user404@portauthority.com,No
U0405,User_405,Security Officer,user405@portauthority.com,No
U0406,User_406,Administrator,user406@portauthority.com,Yes
U0407,User_407,Administrator,user407@portauthority.com,Yes
U0408,User_408,Logistics Coordinator,user408@portauthority.com,Yes
U0409,User_409,Logistics Coordinator,user409@portauthority.com,No
U0410,User_410,Crane Operator,user410@portauthority.com,No
U0411,User_411,Logistics Coordinator,user411@portauthority.com,No
U0412,User_412,Harbourmaster,user412@portauthority.com,Yes
U0413,User_413,Stevedore,user413@portauthority.com,No
U0414,User_414,Maintenance Engineer,user414@portauthority.com,Yes
U0415,User_415,Logistics Coordinator,user415@portauthority.com,No
U0416,User_416,Stevedore,user416@portauthority.com,No
U0417,User_417,Maintenance Engineer,user417@portauthority.com,No
U0418,User_418,Logistics Coordinator,user418@portauthority.com,Yes
U0419,User_419,Security Officer,user419@portauthority.com,No
U0420,User_420,Maintenance Engineer,user420@portauthority.com,No
U0421,User_421,Logistics Coordinator,user421@portauthority.com,Yes
U0422,User_422,Security Officer,user422@portauthority.com,Yes
U0423,User_423,Logistics Coordinator,user423@portauthority.com,No
U0424,User_424,Logistics Coordinator,user424@portauthority.com,No
U0425,User_425,Security Officer,user425@portauthority.com,No
U0426,User_426,Administrator,user426@portauthority.com,No
U0427,User_427,Crane Operator,user427@portauthority.com,Yes
U0428,User_428,Harbourmaster,user428@portauthority.com,Yes
U0429,User_429,Stevedore,user429@portauthority.com,No
U0430,User_430,Crane Operator,user430@portauthority.com,Yes
U0431,User_431,Administrator,user431@portauthority.com,No
U0432,User_432,Logistics Coordinator,user432@portauthority.com,Yes
U0433,User_433,Logistics Coordinator,user433@portauthority.com,No
U0434,User_434,Crane Operator,user434@portauthority.com,No
U0435,User_435,Crane Operator,user435@portauthority.com,Yes
U0436,User_436,Maintenance Engineer,user436@portauthority.com,Yes
U0437,User_437,Stevedore,user437@portauthority.com,Yes
U0438,User_438,Maintenance Engineer,user438@portauthority.com,No
U0439,User_439,Security Officer,user439@portauthority.com,Yes
U0440,User_440,Maintenance Engineer,user440@portauthority.com,Yes
U0441,User_441,Administrator,user441@portauthority.com,No
U0442,User_442,Harbourmaster,user442@portauthority.com,No
U0443,User_443,Stevedore,user443@portauthority.com,Yes
U0444,User_444,Security Officer,user444@portauthority.com,No
U0445,User_445,Harbourmaster,user445@portauthority.com,No
U0446,User_446,Maintenance Engineer,user446@portauthority.com,No
U0447,User_447,Security Officer,user447@portauthority.com,No
U0448,User_448,Crane Operator,user448@portauthority.com,Yes
U0449,User_449,Maintenance Engineer,user449@portauthority.com,No
U0450,User_450,Security Officer,user450@portauthority.com,Yes
U0451,User_451,Crane Operator,user451@portauthority.com,No
U0452,User_452,Security Officer,user452@portauthority.com,No
U0453,User_453,Crane Operator,user453@portauthority.com,Yes
U0454,User_454,Administrator,user454@portauthority.com,No
U0455,User_455,Harbourmaster,user455@portauthority.com,Yes
U0456,User_456,Crane Operator,user456@portauthority.com,No
U0457,User_457,Security Officer,user457@portauthority.com,No
U0458,User_458,Stevedore,user458@portauthority.com,No
U0459,User_459,Crane Operator,user459@portauthority.com,No
U0460,User_460,Stevedore,user460@portauthority.com,No
U0461,User_461,Maintenance Engineer,user461@portauthority.com,Yes
U0462,User_462,Administrator,user462@portauthority.com,Yes
U0463,User_463,Crane Operator,user463@portauthority.com,No
U0464,User_464,Harbourmaster,user464@portauthority.com,No
U0465,User_465,Security Officer,user465@portauthority.com,No
U0466,User_466,Administrator,user466@portauthority.com,Yes
U0467,User_467,Security Officer,user467@portauthority.com,Yes
U0468,User_468,Maintenance Engineer,user468@portauthority.com,Yes
U0469,User_469,Security Officer,user469@portauthority.com,No
U0470,User_470,Crane Operator,user470@portauthority.com,Yes
U0471,User_471,Security Officer,user471@portauthority.com,No
U0472,User_472,Logistics Coordinator,user472@portauthority.com,Yes
U0473,User_473,Crane Operator,user473@portauthority.com,Yes
U0474,User_474,Maintenance Engineer,user474@portauthority.com,No
U0475,User_475,Security Officer,user475@portauthority.com,No
U0476,User_476,Logistics Coordinator,user476@portauthority.com,No
U0477,User_477,Stevedore,user477@portauthority.com,No
U0478,User_478,Logistics Coordinator,user478@portauthority.com,No
U0479,User_479,Security Officer,user479@portauthority.com,No
U0480,User_480,Maintenance Engineer,user480@portauthority.com,Yes
U0481,User_481,Harbourmaster,user481@portauthority.com,Yes
U0482,User_482,Security Officer,user482@portauthority.com,No
U0483,User_483,Stevedore,user483@portauthority.com,No
U0484,User_484,Crane Operator,user484@portauthority.com,No
U0485,User_485,Security Officer,user485@portauthority.com,Yes
U0486,User_486,Security Officer,user486@portauthority.com,Yes
U0487,User_487,Crane Operator,user487@portauthority.com,No
U0488,User_488,Stevedore,user488@portauthority.com,Yes
U0489,User_489,Stevedore,user489@portauthority.com,No
U0490,User_490,Administrator,user490@portauthority.com,No
U0491,User_491,Logistics Coordinator,user491@portauthority.com,No
